Sexo	Edad	Relación con la actividad económica	Periodo	Total
Mujeres	De 50 a 54 años	Ocupados	2006	668
Mujeres	De 50 a 54 años	Parados	2024	173,7
Mujeres	De 50 a 54 años	Parados	2023	185,3
Mujeres	De 50 a 54 años	Parados	2022	213,6
Mujeres	De 50 a 54 años	Parados	2021	212,6
Mujeres	De 50 a 54 años	Parados	2020	196,6
Mujeres	De 50 a 54 años	Parados	2019	208,9
Mujeres	De 50 a 54 años	Parados	2018	211
Mujeres	De 50 a 54 años	Parados	2017	229
Mujeres	De 50 a 54 años	Parados	2016	249,8
Mujeres	De 50 a 54 años	Parados	2015	252,2
Mujeres	De 50 a 54 años	Parados	2014	263,8
Mujeres	De 50 a 54 años	Parados	2013	259,7
Mujeres	De 50 a 54 años	Parados	2012	229,2
Mujeres	De 50 a 54 años	Parados	2011	179,9
Mujeres	De 50 a 54 años	Parados	2010	155,5
Mujeres	De 50 a 54 años	Parados	2009	132,7
Mujeres	De 50 a 54 años	Parados	2008	90
Mujeres	De 50 a 54 años	Parados	2007	71,7
Mujeres	De 50 a 54 años	Parados	2006	70,3
Mujeres	De 50 a 54 años	Parados que buscan primer empleo	2024	4,9
Mujeres	De 50 a 54 años	Parados que buscan primer empleo	2023	8,7
Mujeres	De 50 a 54 años	Parados que buscan primer empleo	2022	6
Mujeres	De 50 a 54 años	Parados que buscan primer empleo	2021	5
Mujeres	De 50 a 54 años	Parados que buscan primer empleo	2020	4,1
Mujeres	De 50 a 54 años	Parados que buscan primer empleo	2019	5,8
Mujeres	De 50 a 54 años	Parados que buscan primer empleo	2018	7,8
Mujeres	De 50 a 54 años	Parados que buscan primer empleo	2017	5,7
Mujeres	De 50 a 54 años	Parados que buscan primer empleo	2016	7,9
Mujeres	De 50 a 54 años	Parados que buscan primer empleo	2015	7,1
Mujeres	De 50 a 54 años	Parados que buscan primer empleo	2014	10,5
Mujeres	De 50 a 54 años	Parados que buscan primer empleo	2013	9,9
Mujeres	De 50 a 54 años	Parados que buscan primer empleo	2012	8,4
Mujeres	De 50 a 54 años	Parados que buscan primer empleo	2011	6,9
Mujeres	De 50 a 54 años	Parados que buscan primer empleo	2010	6,8
Mujeres	De 50 a 54 años	Parados que buscan primer empleo	2009	5,2
Mujeres	De 50 a 54 años	Parados que buscan primer empleo	2008	3,5
Mujeres	De 50 a 54 años	Parados que buscan primer empleo	2007	2,8
Mujeres	De 50 a 54 años	Parados que buscan primer empleo	2006	3,2
Mujeres	De 50 a 54 años	Inactivos	2024	359
Mujeres	De 50 a 54 años	Inactivos	2023	388,5
Mujeres	De 50 a 54 años	Inactivos	2022	405,9
Mujeres	De 50 a 54 años	Inactivos	2021	427,7
Mujeres	De 50 a 54 años	Inactivos	2020	458,6
Mujeres	De 50 a 54 años	Inactivos	2019	420,3
Mujeres	De 50 a 54 años	Inactivos	2018	455,7
Mujeres	De 50 a 54 años	Inactivos	2017	459,2
Mujeres	De 50 a 54 años	Inactivos	2016	458,8
Mujeres	De 50 a 54 años	Inactivos	2015	454,7
Mujeres	De 50 a 54 años	Inactivos	2014	460,5
Mujeres	De 50 a 54 años	Inactivos	2013	469,6
Mujeres	De 50 a 54 años	Inactivos	2012	483,2
Mujeres	De 50 a 54 años	Inactivos	2011	508,2
Mujeres	De 50 a 54 años	Inactivos	2010	519,6
Mujeres	De 50 a 54 años	Inactivos	2009	558,8
Mujeres	De 50 a 54 años	Inactivos	2008	571,5
Mujeres	De 50 a 54 años	Inactivos	2007	582,5
Mujeres	De 50 a 54 años	Inactivos	2006	607,1
Mujeres	De 55 a 59 años	Total	2024	1.847,3
Mujeres	De 55 a 59 años	Total	2023	1.827,9
Mujeres	De 55 a 59 años	Total	2022	1.789,2
Mujeres	De 55 a 59 años	Total	2021	1.748,7
Mujeres	De 55 a 59 años	Total	2020	1.720,3
Mujeres	De 55 a 59 años	Total	2019	1.681,3
Mujeres	De 55 a 59 años	Total	2018	1.639,6
Mujeres	De 55 a 59 años	Total	2017	1.607,7
Mujeres	De 55 a 59 años	Total	2016	1.574,3
Mujeres	De 55 a 59 años	Total	2015	1.528,5
Mujeres	De 55 a 59 años	Total	2014	1.482,2
Mujeres	De 55 a 59 años	Total	2013	1.436,2
Mujeres	De 55 a 59 años	Total	2012	1.396
Mujeres	De 55 a 59 años	Total	2011	1.357,4
Mujeres	De 55 a 59 años	Total	2010	1.321,8
Mujeres	De 55 a 59 años	Total	2009	1.298,3
Mujeres	De 55 a 59 años	Total	2008	1.291,4
Mujeres	De 55 a 59 años	Total	2007	1.278,5
Mujeres	De 55 a 59 años	Total	2006	1.256,4
Mujeres	De 55 a 59 años	Activos	2024	1.316,2
Mujeres	De 55 a 59 años	Activos	2023	1.282,7
Mujeres	De 55 a 59 años	Activos	2022	1.220,3
Mujeres	De 55 a 59 años	Activos	2021	1.196,4
Mujeres	De 55 a 59 años	Activos	2020	1.149,3
Mujeres	De 55 a 59 años	Activos	2019	1.107,8
Mujeres	De 55 a 59 años	Activos	2018	1.061,2
Mujeres	De 55 a 59 años	Activos	2017	1.014,2
Mujeres	De 55 a 59 años	Activos	2016	992,6
Mujeres	De 55 a 59 años	Activos	2015	933,5
Mujeres	De 55 a 59 años	Activos	2014	869,4
Mujeres	De 55 a 59 años	Activos	2013	829,9
Mujeres	De 55 a 59 años	Activos	2012	781,4
Mujeres	De 55 a 59 años	Activos	2011	721,3
Mujeres	De 55 a 59 años	Activos	2010	646,1
Mujeres	De 55 a 59 años	Activos	2009	621,4
Mujeres	De 55 a 59 años	Activos	2008	571,1
Mujeres	De 55 a 59 años	Activos	2007	533,8
Mujeres	De 55 a 59 años	Activos	2006	500,1
Mujeres	De 55 a 59 años	Ocupados	2024	1.160,7
Mujeres	De 55 a 59 años	Ocupados	2023	1.108,7
Mujeres	De 55 a 59 años	Ocupados	2022	1.060,4
Mujeres	De 55 a 59 años	Ocupados	2021	1.004,8
Mujeres	De 55 a 59 años	Ocupados	2020	985,5
Mujeres	De 55 a 59 años	Ocupados	2019	954,7
Mujeres	De 55 a 59 años	Ocupados	2018	900,6
Mujeres	De 55 a 59 años	Ocupados	2017	846,2
Mujeres	De 55 a 59 años	Ocupados	2016	816,5
Mujeres	De 55 a 59 años	Ocupados	2015	751,9
Mujeres	De 55 a 59 años	Ocupados	2014	688,8
Mujeres	De 55 a 59 años	Ocupados	2013	663,1
Mujeres	De 55 a 59 años	Ocupados	2012	633,1
Mujeres	De 55 a 59 años	Ocupados	2011	604,5
Mujeres	De 55 a 59 años	Ocupados	2010	548,4
Mujeres	De 55 a 59 años	Ocupados	2009	532,1
Mujeres	De 55 a 59 años	Ocupados	2008	517,7
Mujeres	De 55 a 59 años	Ocupados	2007	490,2
Mujeres	De 55 a 59 años	Ocupados	2006	459,1
Mujeres	De 55 a 59 años	Parados	2024	155,5
Mujeres	De 55 a 59 años	Parados	2023	174
Mujeres	De 55 a 59 años	Parados	2022	159,9
Mujeres	De 55 a 59 años	Parados	2021	191,6
Mujeres	De 55 a 59 años	Parados	2020	163,8
Mujeres	De 55 a 59 años	Parados	2019	153,1
Mujeres	De 55 a 59 años	Parados	2018	160,6
Mujeres	De 55 a 59 años	Parados	2017	168
Mujeres	De 55 a 59 años	Parados	2016	176,1
Mujeres	De 55 a 59 años	Parados	2015	181,6
Mujeres	De 55 a 59 años	Parados	2014	180,7
Mujeres	De 55 a 59 años	Parados	2013	166,8
Mujeres	De 55 a 59 años	Parados	2012	148,3
Mujeres	De 55 a 59 años	Parados	2011	116,8
Mujeres	De 55 a 59 años	Parados	2010	97,7
Mujeres	De 55 a 59 años	Parados	2009	89,4
Mujeres	De 55 a 59 años	Parados	2008	53,4
Mujeres	De 55 a 59 años	Parados	2007	43,6
Mujeres	De 55 a 59 años	Parados	2006	41
Mujeres	De 55 a 59 años	Parados que buscan primer empleo	2024	3,4
Mujeres	De 55 a 59 años	Parados que buscan primer empleo	2023	4,7
Mujeres	De 55 a 59 años	Parados que buscan primer empleo	2022	1,7
Mujeres	De 55 a 59 años	Parados que buscan primer empleo	2021	5,9
Mujeres	De 55 a 59 años	Parados que buscan primer empleo	2020	3,9
Mujeres	De 55 a 59 años	Parados que buscan primer empleo	2019	3,1
Mujeres	De 55 a 59 años	Parados que buscan primer empleo	2018	3,3
Mujeres	De 55 a 59 años	Parados que buscan primer empleo	2017	4,2
Mujeres	De 55 a 59 años	Parados que buscan primer empleo	2016	4,7
Mujeres	De 55 a 59 años	Parados que buscan primer empleo	2015	5,4
Mujeres	De 55 a 59 años	Parados que buscan primer empleo	2014	6,4
Mujeres	De 55 a 59 años	Parados que buscan primer empleo	2013	4,6
Mujeres	De 55 a 59 años	Parados que buscan primer empleo	2012	4,9
Mujeres	De 55 a 59 años	Parados que buscan primer empleo	2011	4,8
Mujeres	De 55 a 59 años	Parados que buscan primer empleo	2010	4,5
Mujeres	De 55 a 59 años	Parados que buscan primer empleo	2009	5,1
Mujeres	De 55 a 59 años	Parados que buscan primer empleo	2008	3,8
Mujeres	De 55 a 59 años	Parados que buscan primer empleo	2007	2,1
Mujeres	De 55 a 59 años	Parados que buscan primer empleo	2006	3
Mujeres	De 55 a 59 años	Inactivos	2024	531,1
Mujeres	De 55 a 59 años	Inactivos	2023	545,2
Mujeres	De 55 a 59 años	Inactivos	2022	568,9
Mujeres	De 55 a 59 años	Inactivos	2021	552,3
Mujeres	De 55 a 59 años	Inactivos	2020	571
Mujeres	De 55 a 59 años	Inactivos	2019	573,5
Mujeres	De 55 a 59 años	Inactivos	2018	578,4
Mujeres	De 55 a 59 años	Inactivos	2017	593,6
Mujeres	De 55 a 59 años	Inactivos	2016	581,6
Mujeres	De 55 a 59 años	Inactivos	2015	595
Mujeres	De 55 a 59 años	Inactivos	2014	612,8
Mujeres	De 55 a 59 años	Inactivos	2013	606,3
Mujeres	De 55 a 59 años	Inactivos	2012	614,6
Mujeres	De 55 a 59 años	Inactivos	2011	636,2
Mujeres	De 55 a 59 años	Inactivos	2010	675,7
Mujeres	De 55 a 59 años	Inactivos	2009	676,9
Mujeres	De 55 a 59 años	Inactivos	2008	720,4
Mujeres	De 55 a 59 años	Inactivos	2007	744,8
Mujeres	De 55 a 59 años	Inactivos	2006	756,3
Mujeres	De 60 a 64 años	Total	2024	1.682,6
Mujeres	De 60 a 64 años	Total	2023	1.639,4
Mujeres	De 60 a 64 años	Total	2022	1.602,2
Mujeres	De 60 a 64 años	Total	2021	1.563,4
Mujeres	De 60 a 64 años	Total	2020	1.521,6
Mujeres	De 60 a 64 años	Total	2019	1.468,5
Mujeres	De 60 a 64 años	Total	2018	1.414,9
Mujeres	De 60 a 64 años	Total	2017	1.370,3
Mujeres	De 60 a 64 años	Total	2016	1.331,5
Mujeres	De 60 a 64 años	Total	2015	1.297,4
Mujeres	De 60 a 64 años	Total	2014	1.279,5
Mujeres	De 60 a 64 años	Total	2013	1.277,8
Mujeres	De 60 a 64 años	Total	2012	1.272,7
Mujeres	De 60 a 64 años	Total	2011	1.257,9
Mujeres	De 60 a 64 años	Total	2010	1.253,4
Mujeres	De 60 a 64 años	Total	2009	1.247,1
Mujeres	De 60 a 64 años	Total	2008	1.221,3
Mujeres	De 60 a 64 años	Total	2007	1.180,4
Mujeres	De 60 a 64 años	Total	2006	1.130,5
Mujeres	De 60 a 64 años	Activos	2024	874
Mujeres	De 60 a 64 años	Activos	2023	835
Mujeres	De 60 a 64 años	Activos	2022	777,5
Mujeres	De 60 a 64 años	Activos	2021	727,6
Mujeres	De 60 a 64 años	Activos	2020	655,6
Mujeres	De 60 a 64 años	Activos	2019	606,5
Mujeres	De 60 a 64 años	Activos	2018	554,3
Mujeres	De 60 a 64 años	Activos	2017	528,2
Mujeres	De 60 a 64 años	Activos	2016	508,8
Mujeres	De 60 a 64 años	Activos	2015	462,3
Mujeres	De 60 a 64 años	Activos	2014	425,8
Mujeres	De 60 a 64 años	Activos	2013	397,1
Mujeres	De 60 a 64 años	Activos	2012	389,1
Mujeres	De 60 a 64 años	Activos	2011	371,4
Mujeres	De 60 a 64 años	Activos	2010	343,7
Mujeres	De 60 a 64 años	Activos	2009	322
Mujeres	De 60 a 64 años	Activos	2008	289,3
Mujeres	De 60 a 64 años	Activos	2007	270,8
Mujeres	De 60 a 64 años	Activos	2006	243,9
Mujeres	De 60 a 64 años	Ocupados	2024	763,8
Mujeres	De 60 a 64 años	Ocupados	2023	728,9
Mujeres	De 60 a 64 años	Ocupados	2022	667,5
Mujeres	De 60 a 64 años	Ocupados	2021	624,1
Mujeres	De 60 a 64 años	Ocupados	2020	571,3
Mujeres	De 60 a 64 años	Ocupados	2019	522,4
Mujeres	De 60 a 64 años	Ocupados	2018	471,3
Mujeres	De 60 a 64 años	Ocupados	2017	450,7
Mujeres	De 60 a 64 años	Ocupados	2016	426
Mujeres	De 60 a 64 años	Ocupados	2015	382,7
Mujeres	De 60 a 64 años	Ocupados	2014	355,1
Mujeres	De 60 a 64 años	Ocupados	2013	322,2
Mujeres	De 60 a 64 años	Ocupados	2012	327,7
Mujeres	De 60 a 64 años	Ocupados	2011	327,7
Mujeres	De 60 a 64 años	Ocupados	2010	303,9
Mujeres	De 60 a 64 años	Ocupados	2009	286,2
Mujeres	De 60 a 64 años	Ocupados	2008	265,4
Mujeres	De 60 a 64 años	Ocupados	2007	252,3
Mujeres	De 60 a 64 años	Ocupados	2006	230,4
Mujeres	De 60 a 64 años	Parados	2024	110,2
Mujeres	De 60 a 64 años	Parados	2023	106,2
Mujeres	De 60 a 64 años	Parados	2022	110
Mujeres	De 60 a 64 años	Parados	2021	103,5
Mujeres	De 60 a 64 años	Parados	2020	84,3
Mujeres	De 60 a 64 años	Parados	2019	84,1
Mujeres	De 60 a 64 años	Parados	2018	83
Mujeres	De 60 a 64 años	Parados	2017	77,5
Mujeres	De 60 a 64 años	Parados	2016	82,8
Mujeres	De 60 a 64 años	Parados	2015	79,6
Mujeres	De 60 a 64 años	Parados	2014	70,6
Mujeres	De 60 a 64 años	Parados	2013	74,9
Mujeres	De 60 a 64 años	Parados	2012	61,4
Mujeres	De 60 a 64 años	Parados	2011	43,7
Mujeres	De 60 a 64 años	Parados	2010	39,8
Mujeres	De 60 a 64 años	Parados	2009	35,7
Mujeres	De 60 a 64 años	Parados	2008	23,8
Mujeres	De 60 a 64 años	Parados	2007	18,5
Mujeres	De 60 a 64 años	Parados	2006	13,5
Mujeres	De 60 a 64 años	Parados que buscan primer empleo	2024	1,9
Mujeres	De 60 a 64 años	Parados que buscan primer empleo	2023	2,1
Mujeres	De 60 a 64 años	Parados que buscan primer empleo	2022	1,4
Mujeres	De 60 a 64 años	Parados que buscan primer empleo	2021	2,6
Mujeres	De 60 a 64 años	Parados que buscan primer empleo	2020	2,3
Mujeres	De 60 a 64 años	Parados que buscan primer empleo	2019	1,4
Mujeres	De 60 a 64 años	Parados que buscan primer empleo	2018	1,6
Mujeres	De 60 a 64 años	Parados que buscan primer empleo	2017	1,7
Mujeres	De 60 a 64 años	Parados que buscan primer empleo	2016	2,4
Mujeres	De 60 a 64 años	Parados que buscan primer empleo	2015	2,1
Mujeres	De 60 a 64 años	Parados que buscan primer empleo	2014	2,9
Mujeres	De 60 a 64 años	Parados que buscan primer empleo	2013	2,2
Mujeres	De 60 a 64 años	Parados que buscan primer empleo	2012	1,4
Mujeres	De 60 a 64 años	Parados que buscan primer empleo	2011	1,6
Mujeres	De 60 a 64 años	Parados que buscan primer empleo	2010	2,1
Mujeres	De 60 a 64 años	Parados que buscan primer empleo	2009	1,3
Mujeres	De 60 a 64 años	Parados que buscan primer empleo	2008	0,9
Mujeres	De 60 a 64 años	Parados que buscan primer empleo	2007	1,2
Mujeres	De 60 a 64 años	Parados que buscan primer empleo	2006	0,5
Mujeres	De 60 a 64 años	Inactivos	2024	808,6
Mujeres	De 60 a 64 años	Inactivos	2023	804,4
Mujeres	De 60 a 64 años	Inactivos	2022	824,7
Mujeres	De 60 a 64 años	Inactivos	2021	835,8
Mujeres	De 60 a 64 años	Inactivos	2020	866
Mujeres	De 60 a 64 años	Inactivos	2019	862,1
Mujeres	De 60 a 64 años	Inactivos	2018	860,6
Mujeres	De 60 a 64 años	Inactivos	2017	842,1
Mujeres	De 60 a 64 años	Inactivos	2016	822,7
Mujeres	De 60 a 64 años	Inactivos	2015	835,1
Mujeres	De 60 a 64 años	Inactivos	2014	853,8
Mujeres	De 60 a 64 años	Inactivos	2013	880,8
Mujeres	De 60 a 64 años	Inactivos	2012	883,6
Mujeres	De 60 a 64 años	Inactivos	2011	886,4
Mujeres	De 60 a 64 años	Inactivos	2010	909,6
Mujeres	De 60 a 64 años	Inactivos	2009	925,2
Mujeres	De 60 a 64 años	Inactivos	2008	932
Mujeres	De 60 a 64 años	Inactivos	2007	909,6
Mujeres	De 60 a 64 años	Inactivos	2006	886,6
Mujeres	De 65 a 69 años	Total	2024	1.488,9
Mujeres	De 65 a 69 años	Total	2023	1.445,9
Mujeres	De 65 a 69 años	Total	2022	1.391,5
Mujeres	De 65 a 69 años	Total	2021	1.358,4
Mujeres	De 65 a 69 años	Total	2020	1.349,5
Mujeres	De 65 a 69 años	Total	2019	1.287,6
Mujeres	De 65 a 69 años	Total	2018	1.259,6
Mujeres	De 65 a 69 años	Total	2017	1.276,6
Mujeres	De 65 a 69 años	Total	2016	1.253,3
Mujeres	De 65 a 69 años	Total	2015	1.249
Mujeres	De 65 a 69 años	Total	2014	1.241,2
Mujeres	De 65 a 69 años	Total	2013	1.196,7
Mujeres	De 65 a 69 años	Total	2012	1.166,4
Mujeres	De 65 a 69 años	Total	2011	1.127,3
Mujeres	De 65 a 69 años	Total	2010	1.088,6
Mujeres	De 65 a 69 años	Total	2009	1.055,8
Mujeres	De 65 a 69 años	Total	2008	999,2
Mujeres	De 65 a 69 años	Total	2007	947,1
Mujeres	De 65 a 69 años	Total	2006	999,1
Mujeres	De 65 a 69 años	Activos	2024	155,3
Mujeres	De 65 a 69 años	Activos	2023	143,9
Mujeres	De 65 a 69 años	Activos	2022	125,9
Mujeres	De 65 a 69 años	Activos	2021	113,1
Mujeres	De 65 a 69 años	Activos	2020	92,5
Mujeres	De 65 a 69 años	Activos	2019	76,4
Mujeres	De 65 a 69 años	Activos	2018	66,8
Mujeres	De 65 a 69 años	Activos	2017	58,4
Mujeres	De 65 a 69 años	Activos	2016	59,1
Mujeres	De 65 a 69 años	Activos	2015	55,4
Mujeres	De 65 a 69 años	Activos	2014	45,8
Mujeres	De 65 a 69 años	Activos	2013	48,5
Mujeres	De 65 a 69 años	Activos	2012	52,3
Mujeres	De 65 a 69 años	Activos	2011	50,3
Mujeres	De 65 a 69 años	Activos	2010	49,4
Mujeres	De 65 a 69 años	Activos	2009	46,8
Mujeres	De 65 a 69 años	Activos	2008	42
Mujeres	De 65 a 69 años	Activos	2007	30,9
Mujeres	De 65 a 69 años	Activos	2006	31,5
Mujeres	De 65 a 69 años	Ocupados	2024	140,4
Mujeres	De 65 a 69 años	Ocupados	2023	130,9
Mujeres	De 65 a 69 años	Ocupados	2022	117,2
Mujeres	De 65 a 69 años	Ocupados	2021	105,4
Mujeres	De 65 a 69 años	Ocupados	2020	85,3
Mujeres	De 65 a 69 años	Ocupados	2019	70,3
Mujeres	De 65 a 69 años	Ocupados	2018	63,6
Mujeres	De 65 a 69 años	Ocupados	2017	55,7
Mujeres	De 65 a 69 años	Ocupados	2016	55,2
Mujeres	De 65 a 69 años	Ocupados	2015	52,8
Mujeres	De 65 a 69 años	Ocupados	2014	42,3
Mujeres	De 65 a 69 años	Ocupados	2013	44,8
Mujeres	De 65 a 69 años	Ocupados	2012	49,8
Mujeres	De 65 a 69 años	Ocupados	2011	48,8
Mujeres	De 65 a 69 años	Ocupados	2010	48,6
Mujeres	De 65 a 69 años	Ocupados	2009	45,5
Mujeres	De 65 a 69 años	Ocupados	2008	39,6
Mujeres	De 65 a 69 años	Ocupados	2007	30,1
Mujeres	De 65 a 69 años	Ocupados	2006	30,9
Mujeres	De 65 a 69 años	Parados	2024	14,9
Mujeres	De 65 a 69 años	Parados	2023	13
Mujeres	De 65 a 69 años	Parados	2022	8,7
Mujeres	De 65 a 69 años	Parados	2021	7,7
Mujeres	De 65 a 69 años	Parados	2020	7,1
Mujeres	De 65 a 69 años	Parados	2019	6,1
Mujeres	De 65 a 69 años	Parados	2018	3,3
Mujeres	De 65 a 69 años	Parados	2017	2,7
Mujeres	De 65 a 69 años	Parados	2016	3,9
Mujeres	De 65 a 69 años	Parados	2015	2,6
Mujeres	De 65 a 69 años	Parados	2014	3,5
Mujeres	De 65 a 69 años	Parados	2013	3,6
Mujeres	De 65 a 69 años	Parados	2012	2,4
Mujeres	De 65 a 69 años	Parados	2011	1,5
Mujeres	De 65 a 69 años	Parados	2010	0,8
Mujeres	De 65 a 69 años	Parados	2009	1,3
Mujeres	De 65 a 69 años	Parados	2008	2,4
Mujeres	De 65 a 69 años	Parados	2007	0,8
Mujeres	De 65 a 69 años	Parados	2006	0,6
Mujeres	De 65 a 69 años	Parados que buscan primer empleo	2024	0,4
Mujeres	De 65 a 69 años	Parados que buscan primer empleo	2023	0,1
Mujeres	De 65 a 69 años	Parados que buscan primer empleo	2022	0,3
Mujeres	De 65 a 69 años	Parados que buscan primer empleo	2021	0,4
Mujeres	De 65 a 69 años	Parados que buscan primer empleo	2020	..
Mujeres	De 65 a 69 años	Parados que buscan primer empleo	2019	..
Mujeres	De 65 a 69 años	Parados que buscan primer empleo	2018	..
Mujeres	De 65 a 69 años	Parados que buscan primer empleo	2017	..
Mujeres	De 65 a 69 años	Parados que buscan primer empleo	2016	..
Mujeres	De 65 a 69 años	Parados que buscan primer empleo	2015	..
Mujeres	De 65 a 69 años	Parados que buscan primer empleo	2014	..
Mujeres	De 65 a 69 años	Parados que buscan primer empleo	2013	..
Mujeres	De 65 a 69 años	Parados que buscan primer empleo	2012	..
Mujeres	De 65 a 69 años	Parados que buscan primer empleo	2011	..
Mujeres	De 65 a 69 años	Parados que buscan primer empleo	2010	..
Mujeres	De 65 a 69 años	Parados que buscan primer empleo	2009	..
Mujeres	De 65 a 69 años	Parados que buscan primer empleo	2008	..
Mujeres	De 65 a 69 años	Parados que buscan primer empleo	2007	..
Mujeres	De 65 a 69 años	Parados que buscan primer empleo	2006	..
Mujeres	De 65 a 69 años	Inactivos	2024	1.333,6
Mujeres	De 65 a 69 años	Inactivos	2023	1.301,9
Mujeres	De 65 a 69 años	Inactivos	2022	1.265,6
Mujeres	De 65 a 69 años	Inactivos	2021	1.245,3
Mujeres	De 65 a 69 años	Inactivos	2020	1.257
Mujeres	De 65 a 69 años	Inactivos	2019	1.211,2
Mujeres	De 65 a 69 años	Inactivos	2018	1.192,8
Mujeres	De 65 a 69 años	Inactivos	2017	1.218,2
Mujeres	De 65 a 69 años	Inactivos	2016	1.194,2
Mujeres	De 65 a 69 años	Inactivos	2015	1.193,6
Mujeres	De 65 a 69 años	Inactivos	2014	1.195,5
Mujeres	De 65 a 69 años	Inactivos	2013	1.148,2
Mujeres	De 65 a 69 años	Inactivos	2012	1.114,2
Mujeres	De 65 a 69 años	Inactivos	2011	1.076,9
Mujeres	De 65 a 69 años	Inactivos	2010	1.039,2
Mujeres	De 65 a 69 años	Inactivos	2009	1.009
Mujeres	De 65 a 69 años	Inactivos	2008	957,2
Mujeres	De 65 a 69 años	Inactivos	2007	916,2
Mujeres	De 65 a 69 años	Inactivos	2006	967,5
Mujeres	70 y más años	Total	2024	4.065,4
Mujeres	70 y más años	Total	2023	3.975,3
Mujeres	70 y más años	Total	2022	3.910,4
Mujeres	70 y más años	Total	2021	3.843,5
Mujeres	70 y más años	Total	2020	3.680,2
Mujeres	70 y más años	Total	2019	3.675,9
Mujeres	70 y más años	Total	2018	3.629,3
Mujeres	70 y más años	Total	2017	3.560,3
Mujeres	70 y más años	Total	2016	3.515,3
Mujeres	70 y más años	Total	2015	3.448,3
Mujeres	70 y más años	Total	2014	3.395,5
Mujeres	70 y más años	Total	2013	3.357,2
Mujeres	70 y más años	Total	2012	3.310,8
Mujeres	70 y más años	Total	2011	3.290,1
Mujeres	70 y más años	Total	2010	3.256,1
Mujeres	70 y más años	Total	2009	3.213,1
Mujeres	70 y más años	Total	2008	3.200,9
Mujeres	70 y más años	Total	2007	3.196,1
Mujeres	70 y más años	Total	2006	3.104,7
Mujeres	70 y más años	Activos	2024	16,3
Mujeres	70 y más años	Activos	2023	17,6
Mujeres	70 y más años	Activos	2022	21,6
Mujeres	70 y más años	Activos	2021	17,2
Mujeres	70 y más años	Activos	2020	18,6
Mujeres	70 y más años	Activos	2019	18,4
Mujeres	70 y más años	Activos	2018	15,7
Mujeres	70 y más años	Activos	2017	16,7
Mujeres	70 y más años	Activos	2016	13,4
Mujeres	70 y más años	Activos	2015	11,5
Mujeres	70 y más años	Activos	2014	12,6
Mujeres	70 y más años	Activos	2013	14
Mujeres	70 y más años	Activos	2012	18,5
Mujeres	70 y más años	Activos	2011	17,5
Mujeres	70 y más años	Activos	2010	16,1
Mujeres	70 y más años	Activos	2009	14,3
Mujeres	70 y más años	Activos	2008	16,6
Mujeres	70 y más años	Activos	2007	13,7
Mujeres	70 y más años	Activos	2006	14,8
Mujeres	70 y más años	Ocupados	2024	15,7
Mujeres	70 y más años	Ocupados	2023	17
Mujeres	70 y más años	Ocupados	2022	21
Mujeres	70 y más años	Ocupados	2021	17
